Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,All Sexes,All Ages,15950,155322,16866,8110,364,25057,
9/30/20,2/1/20,9/26/20,Texas,Male,All Ages,9309,83541,9533,4774,176,14238,
9/30/20,2/1/20,9/26/20,Texas,Male,Under 1 year,,672,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Male,0-17 years,11,1305,21,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Male,1-4 years,,149,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Male,5-14 years,,213,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Male,15-24 years,24,1586,43,11,0,56,
9/30/20,2/1/20,9/26/20,Texas,Male,18-29 years,73,2573,98,36,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Male,25-34 years,139,2624,133,67,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Male,30-49 years,799,7714,608,367,16,1056,
9/30/20,2/1/20,9/26/20,Texas,Male,35-44 years,344,3605,275,160,,465,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Male,45-54 years,896,6632,684,421,18,1177,
9/30/20,2/1/20,9/26/20,Texas,Male,50-64 years,2256,17811,2049,1118,49,3235,
9/30/20,2/1/20,9/26/20,Texas,Male,55-64 years,1728,13922,1622,862,38,2525,
9/30/20,2/1/20,9/26/20,Texas,Male,65-74 years,2413,18974,2500,1313,35,3634,
9/30/20,2/1/20,9/26/20,Texas,Male,75-84 years,2272,19594,2490,1193,44,3610,
9/30/20,2/1/20,9/26/20,Texas,Male,85 years and over,1485,15570,1767,746,26,2531,
9/30/20,2/1/20,9/26/20,Texas,Female,All Ages,6641,71777,7333,3336,188,10819,
9/30/20,2/1/20,9/26/20,Texas,Female,Under 1 year,,538,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Female,0-17 years,10,918,16,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Female,1-4 years,,113,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Female,5-14 years,,159,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Female,15-24 years,20,545,17,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Female,18-29 years,37,914,37,16,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Female,25-34 years,57,1063,53,23,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Female,30-49 years,374,4072,371,180,24,588,
9/30/20,2/1/20,9/26/20,Texas,Female,35-44 years,175,1905,179,80,14,287,
9/30/20,2/1/20,9/26/20,Texas,Female,45-54 years,438,3853,443,230,21,672,
9/30/20,2/1/20,9/26/20,Texas,Female,50-64 years,1215,10865,1339,659,45,1939,
9/30/20,2/1/20,9/26/20,Texas,Female,55-64 years,942,8593,1056,517,32,1512,
9/30/20,2/1/20,9/26/20,Texas,Female,65-74 years,1505,13520,1629,789,43,2386,
9/30/20,2/1/20,9/26/20,Texas,Female,75-84 years,1640,17643,1896,859,37,2711,
9/30/20,2/1/20,9/26/20,Texas,Female,85 years and over,1860,23845,2045,830,31,3106,
9/30/20,2/1/20,9/26/20,Texas,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Texas,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Texas,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,All Sexes,All Ages,458,13676,785,163,40,1120,
9/30/20,2/1/20,9/26/20,Utah,Male,All Ages,282,7186,447,113,27,643,
9/30/20,2/1/20,9/26/20,Utah,Male,Under 1 year,0,90,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,0-17 years,0,158,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,1-4 years,0,17,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Male,5-14 years,0,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,15-24 years,,152,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,18-29 years,,223,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,25-34 years,,244,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,30-49 years,18,709,24,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,35-44 years,10,346,12,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,45-54 years,22,485,28,12,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,50-64 years,67,1216,87,36,10,128,
9/30/20,2/1/20,9/26/20,Utah,Male,55-64 years,51,947,67,27,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,65-74 years,67,1467,114,35,,149,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,75-84 years,73,1689,114,23,,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Male,85 years and over,54,1724,100,11,,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,All Ages,176,6490,338,50,13,477,
9/30/20,2/1/20,9/26/20,Utah,Female,Under 1 year,0,76,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,0-17 years,0,121,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,1-4 years,0,10,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Female,5-14 years,0,20,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Female,15-24 years,,63,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,18-29 years,,104,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,25-34 years,,138,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,30-49 years,10,426,19,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,35-44 years,,220,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,45-54 years,10,290,15,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,50-64 years,24,806,51,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,55-64 years,17,640,42,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,65-74 years,38,1037,66,16,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,75-84 years,46,1678,100,13,,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Female,85 years and over,57,2318,95,10,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Utah,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Utah,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,All Sexes,All Ages,59,3980,189,14,16,250,
9/30/20,2/1/20,9/26/20,Vermont,Male,All Ages,35,2077,112,12,10,145,
9/30/20,2/1/20,9/26/20,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,0-17 years,0,13,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,15-24 years,0,17,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Male,18-29 years,0,34,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Male,25-34 years,0,52,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Male,30-49 years,,151,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,35-44 years,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,45-54 years,,128,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,50-64 years,,376,11,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,55-64 years,,297,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,65-74 years,,431,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,75-84 years,16,521,37,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Male,85 years and over,,551,42,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,All Ages,24,1903,77,,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,15-24 years,0,10,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Female,18-29 years,0,18,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Female,25-34 years,0,17,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Female,30-49 years,,75,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,35-44 years,,35,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,45-54 years,,73,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,50-64 years,0,206,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,55-64 years,0,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,65-74 years,,314,11,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,75-84 years,,453,17,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Female,85 years and over,10,834,44,,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Vermont,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Vermont,Unknown,0-17 years,0,0,0,0,0,0,
